advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Bana Tibor	Országgyűlés Hivatala Jobbik Frakció	184890488198962	Facebook	23	1	1300977	477000	1612	676
Paris Première		140770432659757	Facebook	3	1	1299997	650000	5597	1100
CIWF France	CIWF France	335868279790722	Facebook	5	1	1299995	600000	16995	4000
Oatly		585888148224935	Facebook	5	1	1299995	520000	6695	1600
Världsnaturfonden WWF		371791194529	Facebook	6	1	1299994	520000	11575	2593
Ökopolisz Alapítvány	Ökopolisz Alapítvány	244669668913278	Facebook	14	1	1299986	560000	4023	1826
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	29	1	1297971	388000	3671	200
Keskusta	Suomen Keskusta	55312855747	Facebook	33	1	1294967	316000	5667	600
Anna Fotyga - Biuro Poselskie	KW Prawo i Sprawiedliwość	1467418970166506	Facebook	22	1	1290978	483000	4880	1000
Vote Hoult	The Social Co. Limited	2291808890907656	Facebook	69	1	1283931	365000	14037	1851
Virginia Puzzolo	Virginia Puzzolo	1950051888380307	Facebook	76	1	1280924	287000	9124	400
Parlament Europejski - Biuro w Polsce		405326618416	Facebook	13	1	1279987	539000	2386	369
Miroslav Beblavý SPOLU - občianska demokracia	SPOLU - občianska demokracia	312985238719495	Facebook	53	1	1276947	365000	5647	100
Rosanna Conte	Rosanna Conte - Candidata della Lega	1035757379850845	Facebook	92	1	1275908	335000	9508	100
Franc Bogovič		288826994603012	Facebook	14	1	1269986	530000	3386	500
Co-operative Party		7569385657	Facebook	87	1	1265913	418000	19918	2545
Jamie Driscoll 4 Mayor	The Labour Party	296264854323788	Facebook	13	1	1264987	476000	22434	5091
Nicola Caputo	Nicola Caputo	1439514556290274	Facebook	83	1	1261917	398000	8617	100
Satronik - Pompy Ciepła		276627982527247	Facebook	6	1	1259994	515000	696	139
Francesca Puglisi	Francesca Puglisi	196965250328047	Facebook	35	1	1256965	362000	3465	0
Labour North West	the Labour Party	61950489543	Facebook	25	1	1255975	413000	9922	2082
CDA Gelderland		133724653386228	Facebook	10	1	1251990	530000	3890	1000
Bas Eickhout	GroenLinks	208578955894331	Facebook	50	1	1251950	416000	12450	2700
Крум Дончев/Krum Donchev		155516354469476	Facebook	8	1	1250992	560000	704	0
SECIB Immobilier		378027698975144	Facebook	24	1	1250976	469000	15776	4500
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	64	1	1250936	266000	6336	0
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	3	1	1249997	610000	5997	1200
BonneGueule		140324089470	Facebook	4	1	1249996	610000	6096	1200
Δημήτρης Παπαδημούλης	Dimitrios Papadimoulis	528797520505550	Facebook	14	1	1249986	410000	7086	1200
Cécile  Kyenge Kashetu	Cécile  Kyenge Kashetu	191585464317302	Facebook	21	1	1241979	387000	2479	100
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	74	1	1239926	317000	7203	89
Orlando Amodeo per Europa Verde	Orlando Amodeo	397286324156859	Facebook	25	1	1230975	399000	4875	600
Savo-Karjalan vihreät ry		AR343251587273064448	Google	24	1	1230000	110000	1200	0
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	13	1	1224987	471000	3787	900
Reform Judaism in Israel		118714234854754	Facebook	18	1	1224982	456000	4119	874
SPD Mannheim	SPD Mannheim	417906251607978	Facebook	21	1	1223979	460000	6279	1600
Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	142	1	1221858	337000	14458	100
Łukasz Kohut	KW Wiosna Roberta Biedronia 	1465965073732774	Facebook	8	1	1220992	550000	1696	325
sp.a West-Vlaanderen	sp.a West-Vlaanderen	269157793205215	Facebook	29	1	1220971	478000	5371	900
Eddie Hughes MP	Eddie Hughes & Walsall Conservatives	1544601488897440	Facebook	183	1	1219817	299000	25130	1041
ĽUBOŠ BLAHA	ĽUBOŠ BLAHA	2047997592105476	Facebook	50	1	1218950	375000	5750	200
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	37	1	1217963	330000	6092	1741
Βαρουξής Λευτέρης - Varouxis Lefteris	Digital Solutions	280496205994839	Facebook	13	1	1210987	462000	2087	200
Walsall Labour	The Labour Party	1933361683443372	Facebook	26	1	1210974	245000	10847	1967
Unblock the Embankment	Unblock The Embankment	296306887805496	Facebook	4	1	1209996	505000	8211	2314
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	16	1	1209984	477000	3753	936
Ebba Busch Thor		661702230515862	Facebook	32	1	1200968	246000	9267	2046
Kresťanská únia		AR358916054556082176	Google	3	1	1200000	120000	1050	100
Erasmus Student Network		25226723130	Facebook	2	1	1199998	600000	998	200
Runngo Sports		868792226536950	Facebook	2	1	1199998	600000	598	100
UK Government Scotland		159100234275780	Facebook	2	1	1199998	600000	6362	1272
Morvai Krisztina		282077899700	Facebook	3	1	1199997	600000	1597	600
Partidul Social Democrat Departamentul pentru Politici Fiscal Bugetare		2006803969624108	Facebook	5	1	1199995	550000	440	84
Siegfried Muresan		731035500293728	Facebook	5	1	1199995	470000	524	105
Sean Kelly MEP		340786422717552	Facebook	71	1	1195929	425000	9829	700
e.on		369122343101775	Facebook	28	1	1190972	436000	12925	3833
Demeter Márta	LMP - Lehet Más a Politika	1372750529476614	Facebook	19	1	1189981	401000	2151	615
Kelemen Hunor	RMDSZ	175293925828191	Facebook	36	1	1188964	285000	1841	273
National Theatre		9212864972	Facebook	44	1	1186956	452000	8975	1620
smava		139818439366989	Facebook	24	1	1184976	571000	7776	1900
PD Martin Cauchi Inglott		181379916072401	Facebook	54	1	1176946	379000	6546	300
Demand Better for BCP	BCP Liberal Democrats	586338961847589	Facebook	175	1	1175825	306000	23867	1272
Simulation Energétique		562488297524492	Facebook	21	1	1173979	447000	13379	3700
Milieu Centraal		177508708941577	Facebook	14	1	1172986	457000	4786	1400
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	31	1	1165969	475000	6269	800
Yorkshire and the Humber Labour Party	the Labour Party	1608245282744484	Facebook	10	1	1164990	513000	21743	5323
Joanna Skrzydlewska	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	274904002573727	Facebook	11	1	1159989	455000	2370	604
Udo Bullmann		68936775929	Facebook	37	1	1159963	447000	6863	800
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	33	1	1156967	393000	8567	1600
National Education Union	National Education Union	241312696375349	Facebook	13	1	1155987	501000	12598	3471
Erepublik		26897053321	Facebook	4	1	1154996	561000	5696	1100
Mona Juul	Mona Juul	2079067062409423	Facebook	76	1	1152924	326000	10072	2075
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości 	612725748801524	Facebook	36	1	1151964	462000	2131	581
Maciej Gdula	KW Wiosna Roberta Biedronia	831495030528894	Facebook	3	1	1149997	560000	1395	279
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	4	1	1149996	530000	1511	302
Fibrenew International		108329495874655	Facebook	4	1	1149996	460000	19134	9435
Johan Danielsson	LO Sverige	636103536446815	Facebook	10	1	1149990	450000	10648	3241
Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	28	1	1146972	295000	6372	900
Caspar the Hat	Emily Doherty	261773154498428	Facebook	91	1	1145909	318000	10425	0
Budapest 10-es Választókerület		757956501234552	Facebook	24	1	1144976	358000	2630	544
Matt Carthy	Carthy Matt	580216935345125	Facebook	29	1	1144971	316000	4471	400
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	72	1	1141928	292000	7528	100
Michal Wiezik - SPOLU za zelenú Európu	SPOLU - občianska demokracia	2631817786833672	Facebook	21	1	1137979	502000	4079	500
Simon Clarke MP	Simon Clarke	228249960960213	Facebook	111	1	1135889	293000	15030	578
Wydawnictwo AGORA		336438736394843	Facebook	14	1	1134986	526000	415	23
Tim Farron	Westmorland and Lonsdale Liberal Democrats	118873691462974	Facebook	38	1	1134962	254000	4353	0
Labour North	Labour North, Promoted by Fiona Stanton on behalf of Labour North	685018844928882	Facebook	42	1	1128958	392000	23442	6943
Gregoriana Tudoran		1985293741779690	Facebook	25	1	1127975	321000	1612	273
RefugiadosSOS		550220551831041	Facebook	616	1	1126384	133000	61784	200
Care2		25852730092	Facebook	13	1	1124987	445000	12005	2314
Marco Zanni - Candidato Lega Circoscrizione NordOvest al Parlamento Europe	Marco Zanni	1441172666130044	Facebook	20	1	1124980	437000	5680	1200
USR Dolj	Uniunea Salvați România	109556372802910	Facebook	21	1	1124979	351000	2159	546
MmosWorld		1262271977168621	Facebook	4	1	1114996	556000	759	151
Socialdemokraterna i Stockholm	Socialdemokraterna i Stockholm	117056501654820	Facebook	31	1	1114969	351000	10804	3324
Pompes à Chaleur		464568377211278	Facebook	40	1	1113960	442000	13060	2600
En bättre framtid		1173808162671999	Facebook	43	1	1113957	425000	11664	3343
DIE LINKE. NRW		150480805043795	Facebook	26	1	1111974	330000	7774	1300
Schwarzkopf Professional		150101695010185	Facebook	5	1	1110995	525000	800	275
Melba Culp		902971599738051	Facebook	24	1	1110976	381000	2470	89
Redfish		349920542118450	Facebook	4	1	1109996	455000	1196	200
Miriam Cates	The Conservative Party	349846382192653	Facebook	17	1	1109983	524000	3451	694
International Animal Rescue	International Animal Rescue 	8539814909	Facebook	13	1	1105987	461000	6233	1504
Frank Psaila		458318884361628	Facebook	85	1	1105915	292000	8042	89
Europe Together		140105536131109	Facebook	3	1	1104997	551000	5597	1100
WWF Scotland	WWF Scotland	143664152344192	Facebook	10	1	1104990	491000	7047	2430
Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	13	1	1104987	351000	9473	1735
Antonio Visconti		311170115667526	Facebook	2	1	1099998	550000	1498	600
Van Hall Larenstein		234952503230870	Facebook	2	1	1099998	550000	5498	1100
Industria		252084118203234	Facebook	2	1	1099998	550000	691	115
Per l'Italia con l'Europa		316094962276913	Facebook	4	1	1099996	420000	1596	300
ScienceDirect		1473969232915792	Facebook	4	1	1099996	420000	1196	200
TOMS		290301287805503	Facebook	4	1	1099996	420000	6596	1600
Uiu		907141939410106	Facebook	4	1	1099996	420000	1196	200
Consiliul Național PSD	Partidul Social Democrat	428923027871330	Facebook	5	1	1099995	500000	3570	1407
Oxford Academic (Oxford University Press)		188890111132385	Facebook	6	1	1099994	470000	14770	3204
The Palestine Institute for Public Diplomacy		158233651450504	Facebook	8	1	1099992	550000	3197	623
Dan Barna	Uniunea Salvați România - USR	207255636351408	Facebook	9	1	1099991	440000	2519	882
Calin Popescu Tariceanu		227922987222524	Facebook	12	1	1099988	430000	2413	609
Saine Abondance		2106701562887023	Facebook	24	1	1096976	450000	12376	3100
Johan Van Overtveldt		275607285891320	Facebook	13	1	1095987	451000	8287	1800
Uppsala kommun	Uppsala kommun	104760926229060	Facebook	54	1	1095946	248000	6810	1629
Diakonia		42676805259	Facebook	26	1	1091974	382000	2488	805
Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	25	1	1089975	257000	8418	1388
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	18	1	1085982	377000	3705	489
foodwatch France		194934737335658	Facebook	14	1	1079986	379000	13186	2500
Jan Zahradil		400970967000022	Facebook	15	1	1079985	352000	4332	983
George Simion Unire		294035851052538	Facebook	36	1	1071964	343000	1337	147
Ipswich Labour	The Labour Party. Promoted by John Cook on behalf of Ipswich Labour Party	342002108699	Facebook	123	1	1070877	330000	16868	694
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	17	1	1069983	340000	2264	178
Rivista Il Borghese		232017336910584	Facebook	8	1	1065992	466000	2892	800
Daniela Santanchè	Daniela Garnero Santanchè	56413702888	Facebook	25	1	1064975	318000	4075	400
Μάκης Παπαδόπουλος - Ο Τόπος Της Ζωής Μας	Μάκης Παπαδόπουλος	1433780063507247	Facebook	49	1	1061951	329000	4851	0
Santesano		316620582266150	Facebook	3	1	1059997	515000	10197	5000
My Nottingham	My Nottingham	103293816400733	Facebook	4	1	1059996	415000	2541	1157
Kaar Kaas Sonn		215255338679306	Facebook	4	1	1059996	415000	352	0
Página Miguel Viegas		194651341130667	Facebook	13	1	1059987	425000	3687	600
Arbeitgeberverband Gesamtmetall		169367889785454	Facebook	122	1	1058878	325000	13278	300
SicheConviene		391770197992824	Facebook	2	1	1049998	510000	5498	1100
EU Environment		305608429284	Facebook	2	1	1049998	510000	5098	1000
Key		1411407032496659	Facebook	2	1	1049998	510000	1270	578
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	3	1	1049997	410000	6497	1600
Stadtwerke Tübingen: Wir wirken mit.		170813019659671	Facebook	3	1	1049997	410000	2497	1100
Carlo Calenda	Siamo Europei	131887960826264	Facebook	5	1	1049995	460000	6995	1400
Impact Hub Amsterdam		138540482884259	Facebook	6	1	1049994	430000	1794	300
Peter Gillo	Peter Gillo	578310722649724	Facebook	16	1	1049984	360000	7584	1500
Dr. Molnár Csaba	Demokratikus Koalíció	306318386058001	Facebook	25	1	1049975	279000	2596	535
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	25	1	1049975	252000	2464	0
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	30	1	1049970	237000	8991	1388
Valori.it		112777008752391	Facebook	96	1	1048904	275000	9504	0
Coalition for Reform in Political Advertising UK	Alex Tait on behalf of The Coalition for Reform in Political Advertising 	275297063168071	Facebook	22	1	1046978	365000	7264	1504
Social Media Ads	Alexander Dietrich	561953460655717	Facebook	42	1	1041958	253000	4158	0
Francesco Galtieri	Francesco Galtieri	176134109106348	Facebook	11	1	1039989	490000	3889	700
Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	1033978	332000	6491	1928
Γιώργος Σταύρος Κρεμλής - Υποψήφιος Ευρωβουλευτής		548959368535123	Facebook	68	1	1033932	249000	6568	0
Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	22	1	1029978	404000	3393	300
Oatly		214112085661044	Facebook	4	1	1019996	410000	6196	1500
Daniel Herman		378072105614553	Facebook	10	1	1019990	397000	1149	392
Jarosław Wałęsa	KKW Koalicja Europejska PO PSL SLD N Zieloni	433052760111334	Facebook	32	1	1010968	256000	3075	448
Evitas.it		663358997180553	Facebook	3	1	1009997	405000	6097	1500
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	43	1	1009957	285000	6657	600
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	27	1	1006973	270000	3473	200
European Youth Forum		80161254850	Facebook	2	1	1004998	501000	5098	1000
Europaparlamentets kontor i Sverige		293678655099	Facebook	2	1	1004998	501000	5098	1000
Les Antagonistes		398415124026017	Facebook	2	1	1004998	501000	10098	5000
Shell		200969413280005	Facebook	3	1	1004997	401000	8987	1780
You Vote EU Polska		1923072537771358	Facebook	3	1	1004997	401000	1097	200
Ľubomír Šesták - volím č.8	Sestak Lubomir	713479689049720	Facebook	37	1	1004963	299000	3663	0
Tretti		250791121791	Facebook	8	1	1001992	420000	2904	615
γυρίζουμε		278308089460720	Facebook	7	1	1000993	420000	7293	1700
The Freeing Energy Project		164660287630560	Facebook	12	1	1000988	380000	2125	267
Parlamento Europeu - Gabinete em Portugal	Parlamento Europeu - Gabinete em Portugal	170555122972051	Facebook	1	1	999999	500000	999	500
Παπαστράτος		1925659984382187	Facebook	1	1	999999	500000	999	500
Facebook	Facebook	197589525931	Facebook	1	1	999999	500000	4999	1000
Eclectica		1379977375431894	Facebook	1	1	999999	500000	4449	890
Custom Resita Festival		2218037274884370	Facebook	1	1	999999	500000	1050	210
Always France		183045748427091	Facebook	1	1	999999	500000	4999	1000
Huawei Europe		1709278142683543	Facebook	1	1	999999	500000	499	100
Oatly		592188124467085	Facebook	1	1	999999	500000	999	500
Shell		444504516075907	Facebook	1	1	999999	500000	4999	1000
Comité international de la Croix-Rouge		540364216018969	Facebook	1	1	999999	500000	499	100
Mama Quilla		387951911757339	Facebook	1	1	999999	500000	4999	1000
Frosch		223829854355699	Facebook	1	1	999999	500000	999	500
Itthonról Otthonra		795559303924823	Facebook	1	1	999999	500000	619	309
The Syria Campaign		607756062649744	Facebook	1	1	999999	500000	88	0
SOS Racisme		166294396737151	Facebook	1	1	999999	500000	9999	5000
Pologize Fashion		274227073497806	Facebook	1	1	999999	500000	8900	4450
Women, War & Peace | PBS	Peace is Loud	208504065850908	Facebook	1	1	999999	500000	889	445
ONU Environnement		155723201059	Facebook	1	1	999999	500000	4449	890
Career Jobs Hunt Network		2486692284890622	Facebook	1	1	999999	500000	88	0
Center for European Integration Studies (ZEI)		144159745724379	Facebook	1	1	999999	500000	999	500
Knovva Academy		1619172795053683	Facebook	1	1	999999	500000	444	89
Three UK		197259133622381	Facebook	1	1	999999	500000	5784	1157
UNICEF Burkina Faso		1457264214526173	Facebook	1	1	999999	500000	444	89
YouNoodle		102678788085	Facebook	1	1	999999	500000	444	89
Fútbol Santander		116723261685431	Facebook	1	1	999999	500000	88	0
Fundação Calouste Gulbenkian		49386033906	Facebook	1	1	999999	500000	499	100
Manometal		165855190799208	Facebook	1	1	999999	500000	499	100
ADAR		175390195814995	Facebook	1	1	999999	500000	2326	1163
COP23		1812087282376505	Facebook	1	1	999999	500000	444	89
ScribersHive		722350287934296	Facebook	1	1	999999	500000	114	0
RT Online		303805550081059	Facebook	1	1	999999	500000	136	68
FPÖ-Wien		146097669338683	Facebook	1	1	999999	500000	4999	1000
UBS		218020061613734	Facebook	1	1	999999	500000	4999	1000
OpnLttr		112818498877733	Facebook	1	1	999999	500000	577	115
Revista QB		1908798559359662	Facebook	1	1	999999	500000	1125	225
FHE Group		1241383025915322	Facebook	1	1	999999	500000	4999	1000
Scholarships for International Students		143550215717842	Facebook	1	1	999999	500000	315	63
Erdős Norbert		225260807491081	Facebook	1	1	999999	500000	4999	1000
Departamentul pentru Muncă și Justiție Socială	Partidul Social Democrat	1975738806067717	Facebook	2	1	999998	400000	314	126
Bart De Wever		24079407056	Facebook	2	1	999998	400000	9998	2000
World Surf League		81269622057	Facebook	2	1	999998	400000	888	178
Boris Kollar	Sme rodina	1464024763918594	Facebook	2	1	999998	400000	1998	1000
Solar Impulse		187539851277198	Facebook	2	1	999998	400000	877	175
UNICEF		68793499001	Facebook	2	1	999998	400000	176	0
The Bambooster		230034544330013	Facebook	2	1	999998	400000	232	46
VeganbottleGo		320828511985253	Facebook	2	1	999998	400000	1998	1000
Sportello Amianto Nazionale		1354625791215832	Facebook	2	1	999998	400000	998	200
Simple Politics		1052029294841900	Facebook	2	1	999998	400000	2312	1157
ADF International		382186268590822	Facebook	2	1	999998	400000	1333	534
Give A Vote		2186129244970085	Facebook	10	1	999990	330000	4990	1000
Tony Blair Institute for Global Change	Tony Blair Institute for Global Change	131712588824	Facebook	16	1	999984	290000	5998	1041
The News Dump	The News Dump	210909392847421	Facebook	144	1	999856	250000	19389	1041
Roman Kriz	Kriz Roman	382745889213194	Facebook	128	1	993872	233000	3624	823
Alternativ för Sverige	Alternativ för Sverige	270592853332987	Facebook	22	1	992978	443000	14741	4074
JW3	JW3	6587671199	Facebook	17	1	990983	390000	12825	2777
Privatinvestor Politik Spezial		414014872673187	Facebook	10	1	984990	423000	4490	1700
KDU-ČSL	KDU-ČSL	251656685576	Facebook	54	1	983946	370000	2982	672
USR Sector 5	Uniunea Salvați România	1460571894265803	Facebook	63	1	981937	329000	1898	147
Transition Energétique		753069428230726	Facebook	11	1	979989	365000	10189	2600
Dorje Shugden		124479407593558	Facebook	16	1	979984	428000	1409	0
CD&V Limburg	CD&V Limburg	495564387205601	Facebook	23	1	979977	229000	7877	1400
Reservix	Reservix GmbH	135158439833197	Facebook	45	1	977955	222000	4455	0
Luciano Nobili	Luciano Nobili	406187203142799	Facebook	34	1	973966	227000	3366	0
Linnéa Engström		1409490812643464	Facebook	42	1	972958	254000	7113	903
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	22	1	971978	230000	2178	0
Βασίλης Μιχαλολιάκος	Βασίλης Μιχαλολιάκος	272375755124	Facebook	33	1	968967	199000	4067	200
Partia Zieloni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	48391402694	Facebook	22	1	965978	196000	2367	465
Νίκος Χουντής-Nikos Chountis		462603193829493	Facebook	44	1	964956	262000	4356	0
Hoxton Capital Management		353185345195139	Facebook	8	1	961992	415000	3346	925
UNICEF Sverige		59324455950	Facebook	18	1	960982	414000	10333	3037
David Stellini	David Stellini	1911257335785088	Facebook	10	1	959990	432000	2990	500
Dr. Brenner Koloman	Országgyűlés Hivatala Jobbik Frakció	180924612473518	Facebook	19	1	959981	381000	2076	824
Laut gegen Nazis		53848679944	Facebook	20	1	959980	195000	6780	1200
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	15	1	952985	370000	3485	500
USR Diaspora	USR Diaspora	1793510380925494	Facebook	54	1	952946	286000	7311	661
Più Europa	Più Europa	126662574668084	Facebook	4	1	949996	410000	2596	1100
SiViaggia		762240900455909	Facebook	4	1	949996	410000	2496	800
WWF Suomi		119054448115588	Facebook	7	1	949993	460000	3993	1100
Stop Impôt		1538720933075616	Facebook	11	1	949989	400000	6589	2200
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	18	1	949982	320000	2524	115
Il Primato Nazionale	Il Primato Nazionale	587689174620699	Facebook	19	1	949981	322000	2681	200
Pledge for the Future	Pledge for the Future	266157764008126	Facebook	168	1	947832	257000	19709	115
Rares Bogdan		204397909629079	Facebook	15	1	939985	380000	1236	231
Παναγιώτης Ε. Νίκας	Παναγιώτης Ε. Νίκας	627249040690694	Facebook	57	1	937943	230000	6043	100
Chroniques Du Golfe		2196850910357980	Facebook	38	1	935962	321000	3348	0
Romana Tomc		1025408990823719	Facebook	22	1	934978	223000	2578	100
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	20	1	930980	387000	3580	400
UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	17	1	929983	369000	5683	1000
Conner Rousseau	Conner Rousseau	942750852588816	Facebook	31	1	929969	203000	7969	1500
Andrea Acconcia		428605070873992	Facebook	22	1	916978	348000	4178	500
Òmnium Cultural		161916260510295	Facebook	12	1	915988	426000	4388	800
Dariusz Rosati	CommSense	238903929634988	Facebook	37	1	915963	219000	2341	372
Urmas Paet	Paet Urmas	223092011815453	Facebook	39	1	912961	199000	4261	100
Campus protestant		2019076568379648	Facebook	13	1	911987	365000	4887	900
Miséricorde pour l'Humanité France		596904657000107	Facebook	10	1	910990	342000	7023	1335
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	48	1	910952	204000	4752	0
European Parliament in the UK	European Parliament in the UK	310175149000473	Facebook	9	1	909991	315000	4386	1157
AfD	AfD	540404695989874	Facebook	13	1	909987	335000	4187	1000
Héctor Illueca Ballester	Unidas Podemos	267663367485459	Facebook	18	1	909982	215000	4982	800
Agence Française pour la Transition Energétique		1981871332106127	Facebook	18	1	905982	370000	3782	500
Charles Goerens		441313569220539	Facebook	30	1	902970	234000	3770	200
Hämeen Uusi Suunta ry		AR330633591832707072	Google	18	1	900000	80000	64400	1400
Kospel S.A.		105979422814402	Facebook	3	1	899997	400000	3488	697
Novák Előd		112879632128020	Facebook	5	1	899995	370000	1857	835
National Geographic		106750996025532	Facebook	5	1	899995	450000	2495	500
Joris Vandenbroucke	Vandenbroucke Joris Jeroen J	984867054996076	Facebook	15	1	895985	371000	4285	700
Partito Democratico		AR254356072167374848	Google	26	1	890000	70000	215450	4000
Jávor Benedek		131797633528377	Facebook	17	1	885983	306000	2681	416
Òmnium International		2177632682563843	Facebook	39	1	882961	359000	7861	1000
UNRWA		105171192862790	Facebook	13	1	879987	362000	2925	445
Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	19	1	876981	241000	2742	267
Aresel		292847028010932	Facebook	8	1	874992	341000	1592	200
Daniele Viotti		138574576313444	Facebook	38	1	872962	186000	3762	0
ARTE in italiano		1820709954654528	Facebook	10	1	871990	337000	1669	189
Toroczkai László		151665991681369	Facebook	12	1	871988	387000	981	290
Sneider Tamás	Országgyűlés Hivatala Jobbik Frakció	329107800543535	Facebook	22	1	871978	333000	1935	693
Daniel Buda	Buda Daniel	220579784732993	Facebook	41	1	870959	225000	852	0
WWF-France	WWF-France	145392792632	Facebook	8	1	869992	340000	2492	700
Stoke-on-Trent Labour	The Labour Party	2279966602282911	Facebook	19	1	869981	180000	7731	1388
Ovidiu-Iosif Gal, candidat independent pentru Parlamentul European		354404288474557	Facebook	7	1	865993	366000	1493	200
Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	10	1	865990	306000	1682	445
L'Agence pour l'Énergie		465425373946253	Facebook	7	1	864993	336000	7693	1800
Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	31	1	864969	248000	5738	1981
Røde Kors		65929129383	Facebook	27	1	862973	211000	9409	2919
Nomada Stowarzyszenie		114318528622863	Facebook	10	1	860990	382000	416	46
Marco Antonio Orsini		395865050792874	Facebook	12	1	859988	355000	1057	0
Coconut Bowls		451945511677873	Facebook	68	1	856932	227000	4195	0
César Sánchez Pérez	Andres De España Serrano	296979917059627	Facebook	8	1	854992	411000	2792	500
VOA - Глас на Америка		176413438620	Facebook	10	1	854990	351000	881	0
Vasile Cristian Lungu		167669676772029	Facebook	8	1	851992	410000	2876	756
GEW Baden-Württemberg	GEW Baden-Württemberg	168179163200769	Facebook	4	1	849996	360000	2096	700
African Union USA		507866149701811	Facebook	5	1	849995	410000	1508	267
Z. Kárpát Dániel	Országgyűlés Hivatala Jobbik Frakció	208726209161904	Facebook	7	1	849993	410000	1547	588
Bananamia		185686561464778	Facebook	9	1	849991	410000	891	0
The Fetzer Institute		115153903038	Facebook	11	1	849989	350000	4529	890
Progress	Progress Ltd	160136337364839	Facebook	41	1	846959	192000	7937	810
Βασίλης Σωτηρόπουλος	Vasileios Sotiropoulos	428087111291406	Facebook	34	1	845966	199000	3366	0
Labour East	The Labour Party	407402162736656	Facebook	19	1	843981	330000	20575	5670
Greg Stanton	Manchester Withington Liberal Democrats	275496989514175	Facebook	30	1	843970	216000	7602	1041
USR Vaslui	Uniunea Salvați România	526411640878009	Facebook	38	1	842962	189000	1210	105
Theresa May	The Conservative Party	1348528641830572	Facebook	74	1	842926	268000	10907	925
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	16	1	840984	351000	1252	348
ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	26	1	840974	305000	3374	200
Mundo Sin Fronteras		764047283950662	Facebook	475	1	840525	109000	47025	0
SMER - SD	SMER - SD	102146246492040	Facebook	20	1	839980	180000	1980	0
Said till Europaparlamentet		1509050235995572	Facebook	33	1	837967	227000	7347	1722
Danske Medier	Danske Medier	300107073389986	Facebook	47	1	835953	255000	3689	964
Aldi Careers UK		793837030669793	Facebook	14	1	833986	329000	4033	925
DEMOCRACY Deutschland	DEMOCRACY Deutschland e.V. 	1453504428281386	Facebook	9	1	829991	305000	2991	800
Trades Union Congress (TUC)	Trades Union Congress	124295177616347	Facebook	13	1	827987	351000	4267	1602
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	26	1	825974	315000	4574	500
